D9	fs-pipeline-directory-update	101	0.010	/Users/yifanxu/Ephemeral-AI-Lab/layerfs/core/target/release/examples/measure_filesystem --mode pipeline --case directory-update --entries 200 --output /Users/yifanxu/Ephemeral-AI-Lab/layerfs/docs/roadmap/0.1/0.1.7/evidence/phase1-execution-20260918T090000Z/rounds/c1-rebaseline/before/output/D9/fs-pipeline
D10	edits-c1-small	0	0.668	/Users/yifanxu/Ephemeral-AI-Lab/layerfs/core/target/release/examples/measure_edits --mode c1 --case small --threshold-bytes 131072 --output /Users/yifanxu/Ephemeral-AI-Lab/layerfs/docs/roadmap/0.1/0.1.7/evidence/phase1-execution-20260918T090000Z/rounds/c1-rebaseline/before/output/D10/edits-c1-small
D11	edits-c1-chunked	0	0.011	/Users/yifanxu/Ephemeral-AI-Lab/layerfs/core/target/release/examples/measure_edits --mode c1 --case chunked --threshold-bytes 131072 --output /Users/yifanxu/Ephemeral-AI-Lab/layerfs/docs/roadmap/0.1/0.1.7/evidence/phase1-execution-20260918T090000Z/rounds/c1-rebaseline/before/output/D11/edits-c1-chunked
D12	edits-c1-small-to-large	0	0.010	/Users/yifanxu/Ephemeral-AI-Lab/layerfs/core/target/release/examples/measure_edits --mode c1 --case small-to-large --threshold-bytes 131072 --output /Users/yifanxu/Ephemeral-AI-Lab/layerfs/docs/roadmap/0.1/0.1.7/evidence/phase1-execution-20260918T090000Z/rounds/c1-rebaseline/before/output/D12/edits-c1-small-to-large
D13	edits-c1-large-to-small	0	0.007	/Users/yifanxu/Ephemeral-AI-Lab/layerfs/core/target/release/examples/measure_edits --mode c1 --case large-to-small --threshold-bytes 131072 --output /Users/yifanxu/Ephemeral-AI-Lab/layerfs/docs/roadmap/0.1/0.1.7/evidence/phase1-execution-20260918T090000Z/rounds/c1-rebaseline/before/output/D13/edits-c1-large-to-small
D14	edits-c1-batch	0	0.006	/Users/yifanxu/Ephemeral-AI-Lab/layerfs/core/target/release/examples/measure_edits --mode c1 --case batch --threshold-bytes 131072 --output /Users/yifanxu/Ephemeral-AI-Lab/layerfs/docs/roadmap/0.1/0.1.7/evidence/phase1-execution-20260918T090000Z/rounds/c1-rebaseline/before/output/D14/edits-c1-batch
D15	edits-c2-small	0	0.013	/Users/yifanxu/Ephemeral-AI-Lab/layerfs/core/target/release/examples/measure_edits --mode c2 --case small --threshold-bytes 131072 --output /Users/yifanxu/Ephemeral-AI-Lab/layerfs/docs/roadmap/0.1/0.1.7/evidence/phase1-execution-20260918T090000Z/rounds/c1-rebaseline/before/output/D15/edits-c2-small
D16	edits-c2-chunked	0	0.013	/Users/yifanxu/Ephemeral-AI-Lab/layerfs/core/target/release/examples/measure_edits --mode c2 --case chunked --threshold-bytes 131072 --output /Users/yifanxu/Ephemeral-AI-Lab/layerfs/docs/roadmap/0.1/0.1.7/evidence/phase1-execution-20260918T090000Z/rounds/c1-rebaseline/before/output/D16/edits-c2-chunked
D17	edits-c2-small-to-large	0	0.013	/Users/yifanxu/Ephemeral-AI-Lab/layerfs/core/target/release/examples/measure_edits --mode c2 --case small-to-large --threshold-bytes 131072 --output /Users/yifanxu/Ephemeral-AI-Lab/layerfs/docs/roadmap/0.1/0.1.7/evidence/phase1-execution-20260918T090000Z/rounds/c1-rebaseline/before/output/D17/edits-c2-small-to-large
D18	edits-c2-large-to-small	0	0.012	/Users/yifanxu/Ephemeral-AI-Lab/layerfs/core/target/release/examples/measure_edits --mode c2 --case large-to-small --threshold-bytes 131072 --output /Users/yifanxu/Ephemeral-AI-Lab/layerfs/docs/roadmap/0.1/0.1.7/evidence/phase1-execution-20260918T090000Z/rounds/c1-rebaseline/before/output/D18/edits-c2-large-to-small
D19	edits-c2-batch	0	0.013	/Users/yifanxu/Ephemeral-AI-Lab/layerfs/core/target/release/examples/measure_edits --mode c2 --case batch --threshold-bytes 131072 --output /Users/yifanxu/Ephemeral-AI-Lab/layerfs/docs/roadmap/0.1/0.1.7/evidence/phase1-execution-20260918T090000Z/rounds/c1-rebaseline/before/output/D19/edits-c2-batch
D20	edits-pipeline-small	0	0.010	/Users/yifanxu/Ephemeral-AI-Lab/layerfs/core/target/release/examples/measure_edits --mode pipeline --case small --threshold-bytes 131072 --output /Users/yifanxu/Ephemeral-AI-Lab/layerfs/docs/roadmap/0.1/0.1.7/evidence/phase1-execution-20260918T090000Z/rounds/c1-rebaseline/before/output/D20/edits-pipeline-small
D21	edits-pipeline-chunked	0	0.015	/Users/yifanxu/Ephemeral-AI-Lab/layerfs/core/target/release/examples/measure_edits --mode pipeline --case chunked --threshold-bytes 131072 --output /Users/yifanxu/Ephemeral-AI-Lab/layerfs/docs/roadmap/0.1/0.1.7/evidence/phase1-execution-20260918T090000Z/rounds/c1-rebaseline/before/output/D21/edits-pipeline-chunked
D22	edits-pipeline-small-to-large	0	0.015	/Users/yifanxu/Ephemeral-AI-Lab/layerfs/core/target/release/examples/measure_edits --mode pipeline --case small-to-large --threshold-bytes 131072 --output /Users/yifanxu/Ephemeral-AI-Lab/layerfs/docs/roadmap/0.1/0.1.7/evidence/phase1-execution-20260918T090000Z/rounds/c1-rebaseline/before/output/D22/edits-pipeline-small-to-large
D23	edits-pipeline-large-to-small	0	0.014	/Users/yifanxu/Ephemeral-AI-Lab/layerfs/core/target/release/examples/measure_edits --mode pipeline --case large-to-small --threshold-bytes 131072 --output /Users/yifanxu/Ephemeral-AI-Lab/layerfs/docs/roadmap/0.1/0.1.7/evidence/phase1-execution-20260918T090000Z/rounds/c1-rebaseline/before/output/D23/edits-pipeline-large-to-small
D24	edits-pipeline-batch	0	0.015	/Users/yifanxu/Ephemeral-AI-Lab/layerfs/core/target/release/examples/measure_edits --mode pipeline --case batch --threshold-bytes 131072 --output /Users/yifanxu/Ephemeral-AI-Lab/layerfs/docs/roadmap/0.1/0.1.7/evidence/phase1-execution-20260918T090000Z/rounds/c1-rebaseline/before/output/D24/edits-pipeline-batch
D25	order-default-4096	0	0.644	/tmp/layerfs-phase1-target/release/phase0client order 4000 2000 4096
D26	order-forced-64	0	0.167	/tmp/layerfs-phase1-target/release/phase0client order 4000 2000 64
D27	edit-timing-c1-nodes-read	0	0.602	/Users/yifanxu/Ephemeral-AI-Lab/layerfs/core/target/release/examples/edit_timing_c1
D28	c2-ceiling-default	0	0.263	/tmp/layerfs-phase1-target/release/phase0client c2 8191 default
D29	c2-small-default	0	0.040	/tmp/layerfs-phase1-target/release/phase0client c2 1023 default
X1	order-forced-64-repeat	0	0.163	/tmp/layerfs-phase1-target/release/phase0client order 4000 2000 64
X2	c1-subtree-remove-repeat	0	0.005	/Users/yifanxu/Ephemeral-AI-Lab/layerfs/core/target/release/examples/filesystem_timing_c1 --case subtree-remove --output /Users/yifanxu/Ephemeral-AI-Lab/layerfs/docs/roadmap/0.1/0.1.7/evidence/phase1-execution-20260918T090000Z/rounds/c1-rebaseline/before/output/X2/c1-subtree-remove-repeat
D7	fs-c1-directory-update	0	0.008	/Users/yifanxu/Ephemeral-AI-Lab/layerfs/core/target/release/examples/measure_filesystem --mode c1 --case directory-update --output /Users/yifanxu/Ephemeral-AI-Lab/layerfs/docs/roadmap/0.1/0.1.7/evidence/phase1-execution-20260918T090000Z/rounds/c1-rebaseline/before/output/D7/fs-c1
D8	fs-c2-directory-update	0	0.013	/Users/yifanxu/Ephemeral-AI-Lab/layerfs/core/target/release/examples/measure_filesystem --mode c2 --case directory-update --output /Users/yifanxu/Ephemeral-AI-Lab/layerfs/docs/roadmap/0.1/0.1.7/evidence/phase1-execution-20260918T090000Z/rounds/c1-rebaseline/before/output/D8/fs-c2
D9	fs-pipeline-directory-update	0	0.018	/Users/yifanxu/Ephemeral-AI-Lab/layerfs/core/target/release/examples/measure_filesystem --mode pipeline --case directory-update --output /Users/yifanxu/Ephemeral-AI-Lab/layerfs/docs/roadmap/0.1/0.1.7/evidence/phase1-execution-20260918T090000Z/rounds/c1-rebaseline/before/output/D9/fs-pipeline
X1	order-forced-64-repeat	0	0.163	/tmp/layerfs-phase1-target/release/phase0client order 4000 2000 64
